,title,details
437, Bp bonus kampanyasında 40 TL hediye bonus fırsatı," Bp akaryakıt istasyonlarında bonus kredi kartı sahiplerine özel toplamda 40 TL bonus fırsatı sizleri bekliyor. Bonus ile Bp'de ilk 100 TL ve üzeri akaryakıt harcamasında 5 TL, ikinci 100 TL'de 5 TL, üçüncü 100 TL'de 5 TL, dördüncü 100 TL..."
438, Full akaryakıt denizbank bonus kampanyasında 150 TL puan fırsatı," Full akaryakıt istasyonlarında kampanyalar devam ediyor. Denizbank bonus kredi kartı sahiplerine özel kampanyada Full'den 4 defa 75 TL yakit alarak 3 ay boyunca her ay 50 TL toplamda 150 TL indirim kazanabilirsiniz.  Kampanya Detayları
· Kampanya 20 Eylül - 20 Aralık 2012..."
439, Full akaryakıt Eylül kampanyasında %12 indirim fırsatı, Full akaryakıt istasyonlarında kampanyalar devam ediyor. Eylül ayına özel Full kampanyasında her pazar saat 12' den 24' e kadar  Full istasyonlarına gelen herkese %12' ye varan indirim fırsatları sunuluyor.  Kampanyadan Kurumsal Filo sistemindeki müşteriler hariç tüm kart sahibi müşteriler faydalanabilirler.Fırsat siteleri...
440, Bp bonus kampanyasında 40 TL bonus hediye," Bp akaryakıt istasyonlarında bonus kredi kartı sahiplerine özel kampanyada 40 TL bonus fırsatı sunuluyor. Bp bonus kampanyasında 24 Eylül - 31 Ekim 2012 tarihleri arasında  ilk 100 TL ve üzeri akaryakıt harcamasında 5 TL, ikinci 100 TL'de 5 TL, üçüncü..."
441, Ykm opet kampanyasında 10 TL indirim fırsatı, Opet ve Ykm işbirliği ile düzenlenen kampanyada Eylül ayı süresince Ykm mağazalarından tek seferde 100 TL ve üzeri harcamada Opet’te Opet Kart’la tek seferde yapacağınız 100 TL ve üzeri akaryakıt alımlarınızda 10 TL indirim fırsatından yararlanın.  Ayrıca Opet Kart ya da...
442, perabulvari.com adresinden 100 TL alışverişe opetten 30 TL akaryakıt hediye, Sanal alışveriş sitesi perabulvari.com ve Opet işbirliği ile düzenlenen kampanyada 100 TL alışverişinizde opette kullanılmak üzere 30 TL değerinde akaryakıt hediye. 16 Eylül 2012 tarihine kadar geçerli kampanyada puanlarınızla akaryakıt ve lpg alabilirsiniz.
443, Opet internetten akaryakıt kampanyasında %5 hediye puan fırsatı," Opetten farklı bir uygulama. Artık akaryakıtınızı internetten alarak %5 hediye yakıt kazanabilirsiniz. Opet Online İşlem Merkezi açıldı ve merkezden dilediğiniz yerden, dilediğiniz Opet Kart veya Opet Worldcard’a internetten yakıt yükleyebilirsiniz. Online Yakıt uygulamasıyla yapacağınız aylık 300 TL’ye kadar akaryakıt alışverişlerinizde..."
444, Full akaryakıtta %12 Zafer bayramı indirim kampanyası, 2012 Zafer bayramına özel Full akaryakıt istasyonlarında 30 Ağustos günü %12' ye varan indirimler sizleri bekliyor. Bugüne özel indirim fırsatı ve Full Garanti Kartınızı almak için sizleri Full istasyonlarına davet ediyoruz.  Kampanyadan Kurumsal Filo sistemindeki müşteriler hariç tüm kart sahibi müşteriler...
445, Bp Turkcell kampanyasında 25 TL değerinde yakıt hediye," Turkcell aboneleri kazanmaya devam ediyor. BP Turkcell kampanyasında 25 TL değerinde hediye akaryakıt fırsatı sizleri bekliyor. Kampanya dahilinde Bp istasyonlarından 250 TL akaryakıt ve/veya otogaz alan Turkcell aboneleri  25 TL yakıt kazanıyor.
27 Ağustos-23 Eylül 2012 arasında kampanyaya katılan BP Club..."
446, Total bonus kampanyası 100 TL akaryakıta 5 TL bonus hediye, Total akaryakıt istasyonlarında kampanyalar devam ediyor. Totalde bonus kredi kartı sahiplerine özel kampanyada 22 Ağustos - 23 Eylül 2012 tarihleri arasında  her 100 TL ve üzeri akaryakıt ya da otogaz alışverişine 5 TL Bonus hediye fırsatı sizleri bekliyor.  Kampanya Detayları  Kampanya 20...
447, Arçelik ve Bekodan 1000 TL alışverişe 150 TL Opet akaryakıt hediye, Arçelik ve Beko mağazalarında Opet World card sahiplerine özel kampanyada 150 TL akaryakıt hediye fırsatı sizleri bekliyor. Kampanya kapsamında  Arçelik ve Beko'da yapacağınız  1.000 TL ve üzeri alışverişlerde 150 TL yakıt hediye ediliyor.  Kampanya Detayları  15 Ağustos – 30 Eylül 2012 tarihleri...
448, TEB total card ile Total istasyonlarında 60 TL akaryakıt hediye, Total istasyonlarında Teb total card sahiplerine özel akaryakıt kampanyasında 60 TL hediye akaryakıt fırsatı sunuluyor. Kampana kapsamında 6 ay boyunca  her ay 100 TL akaryakıt alma sözü verdiğinizde 60 TL akaryakıt kazanacaksınız. Kampanya için son gün 23 Ağustos 2012 .  Kampanyadan...
449, Petrol ofisi ziraat maximum kampanyasında 40 TL akaryakıt hediye, Petrol Ofisi istasyonlarında ziraat bankası maximum kart sahiplerine özel kampanyada 40 Tl maxi puan kazanma fırsatı sizleri bekliyor. 20 Temmuz - 31 Ağustos 2012 tarihleri arasında geçerli olacak kampanyada tek seferde ve farklı günlerde yapılan 100 TL ve üzeri 5....
450, Opet Cardfinans kampanyası 30 TL para puan hediye son gün 31 Ağustos 2012," Opet istasyonlarında Cardfinans sahipleri kazanıyor. Cardfinans Opet kampanyasında 19 Temmuz-31 Ağustos 2012 tarihleri arasında  anlaşmalı Opet istasyonlarında bulunan Finansbank POS’larından farklı günlerde, tek seferde ikinci ve sonraki her 50 lira üzeri akaryakıt ve otogaz alımına  5 TL, toplamda 30 TL’ye..."
451, Petrol ofisi maximum kart kampanyası 40 TL maxi puan hediye 2012, Petrol ofisi istasyonlarında başlayan yeni kampanyada maximum kredi kartı sahiplerine özel 40 TL maxi puan kazanma fırsatı sizleri bekliyor. Kampanyada 16 Temmuz- 31 Ağustos 2012 tarihleri arasında tek seferde ve farklı günlerde yapacağınız 100 TL ve üzeri 5. peşin akaryakıt...
452, Axess Shell kampanyasında her 50 TL yakıta 5 TL hediye," Axess kredi kartı sahipleri kazanma devam ediyor. Şimdi Axess Shell kampanyasında her 50 TL ve üzeri akaryakıt ya da otogaz alışverişlerinizde 5 TL hediye yakıt fırsatı sizleri bekliyor.  Kampanya detayları  Kampanya, 16 Temmuz – 31 Ağustos 2012 tarihleri arasında kampanyaya katılan Axess..."
453, Bp Turkcell kampanyasında 30 TL değerinde hediye akaryakıt fırsatı, Turkcell aboneleri Bp akaryakıt istasyonlarında kazanıyor. Bp Turkcell kampanyasında 300 TL akaryakıt ve/veya otogaz alan Turkcell aboneleri 30 TL değerinde yakıt hediye fırsatı sizleri bekliyor.  01-31 Temmuz 2012 arasında kampanyaya katılan BP Club üyesi BP istasyonlarında geçerlidir. Turkcell’lilerin KAZAN yazıp bir...
454, Ford club card ile opette her 1000 TL akaryakıta 70 TL hediye," Ford Cargo sahibi olan müşterilere verilecek Ford club card ile 2013 yılına kadar Opet istasyonlarında yapacağınız 1000 TL alışverişe 70 TL değerinde akaryakıt kazanma fırsatı sizleri bekliyor.
Ford Cargo sahipleri, Ford Otosan tarafından verilen standart yeni araç garanti ve uzatılmış garanti..."
455, Petrol ofisi World kampanyasında 50 TL akaryakıt hediye," Petrol Ofisi istasyonlarında akaryakıt kampanyaları devam ediyor. Petrol ofisinde yeni başlayan  ""Petrol Ofisi ile Bonkor el ele"" kampanyası kapsamında 21 Haziran 2012- 15 temmuz 2012 tarihleri arasında World kredi kartına özel olarak farklı günlerde 4 adet tek seferde 100 TL..."
456, Shell Maximum kart kampanyası ile 20 TL hediye akaryakıt," Shell akaryakıt istasyonlarında hediye akaryakıt fırsatı Maximum kredi kartı sahiplerini bekliyor. Maximum karta özel kampanyada Shell istasyonlarında  15 Temmuz 2012 tarihine kadar tek seferde ve farklı günlerde yapacağınız her 50 TL ve üzeri akaryakıt ya da otogaz alışlarınızda, yine SHELL..."
457, Bonus Opet kampanyasında 4 kere 100 TL alışverişe 40 TL bonus hediye," Bonus kredi kartı sahiplerine özel kampanyada Opet akaryakıt istasyonlarında 40 TL bonus hediye fırsatı sizleri bekliyor. Bonus kartınızla Opette farklı günlerde 4 kere 100 TL ve üzeri harcama yaparak 40 TL bonus kazanabilirsiniz.  Kampanya katılımı için  OPET yaz 3340'a mesaj gönderin,..."
458, Shell akaryakıt kampanyasında 50 TL her alışverişe 5 TL hediye akaryakıt fırsatı, Shell istasyonlarında akaryakıt kampanyaları devam ediyor. Şimdi Shell'de 4 Haziran-15 Temmuz 2012 tarihleri arasında geçerli olacak kampanyada tek seferde ve farklı günlerde yapacağınız her 50 TL ve üzeri akaryakıt ya da otogaz alışverişinde 5 TL hediye akaryakıt kazanma fırsatı sizleri...
459, Petrol ofisi world kampanyasında 50 TL hediye akaryakıt fırsatı, World kredi kartı sahiplerine özel kampanyada Petrol Ofisi akaryakıt istasyonlarında tek seferde yapacağınız 100 TL ve üzeri 4. akaryakıt alışverişinizde 50 TL hediye akaryakıt fırsatı sizleri bekliyor.  Kampanya Detayları  Kampanyaya katılan Yapı Kredi World üyesi Petrol Ofisi akaryakıt istasyonlarından 1 Haziran 2012...
460, Opet bonus kampanyasında 40 TL bonus kazanma fırsatı," Opet akaryakıt istasyonlarında kampanyalar devam ediyor. Bonus kredi kartı sahiplerine özel kampanyada Opetlerde 1 Haziran - 15 Temmuz 2012 tarihleri arasında ilk 100 TL ve üzeri akaryakıt harcamasında 5 TL, ikinci 100TL'de 5 TL, üçüncü 100 TL'de 5 TL, dördüncü..."
461, Total akaryakıt kampanyasında 100 TL alışverişe 500 ekstra puanTotal fırsatı, Total akaryakıt istasyonlarında kampanyalar devam ediyor. Total yeni kampanyasında Club total card sahiplerine özel 26 Mayıs- 30 Haziran 2012 tarihleri arasında yapacakları üçüncü 100 TL ve üzeri Excellium 97 veya Excellium Eurodiesel alışverişleri karşılığında 500 ekstra PuanTOTAL hediye ediyor.  Club Total...
462, Shell club smart kampanyasında 10 kat puan fırsatı, Shell istasyonlarında akaryakıt kampanyaları devam ediyor. Shell club smart 10. yıl kampanyasında 19 Mayıs – 18 Haziran arasında Shell Club Smart Card veya Money Club Kart ile yapılan 300 TL ve üzeri yakıt alışverişlerine 10 kata kadar Smart Puan hediye...
463, Bp axess kampanyası 4 kere 100 TL akaryakıta 40 TL hediye fırsatı," Axess kredi kartı sahipleri Bp istasyonlarında kazanmaya devam ediyor. Bp'de 15 Mayıs – 30 Haziran 2012 tarihleri arasında geçerli olacak kampanyada farklı günlerde 4 kere 100 TL'lik akaryakıt alışverişlerinde 40 TL akaryakıt hediye fırsatı sizleri bekliyor.  Kampanya Detayları  Kampanya, 15 Mayıs –..."
464, Bp anneler günü kampanya indirimleri 2012," 2012 anneler günü kampanyasını başlatan BP Türkiye’nin  dünyada ve Türkiye'de ilk kez gerçekleştirdiği ""Kazandıran Ekran"" uygulaması, anneler gününde ciceksepeti.com’dan alınacak çiçeklerde yüzde %25, bonnyfood.com.tr’den alınacak hediyelerde 25 TL indirim fırsatı sunuyor.  2012 yılında Türkiye’deki faaliyetlerinin 100. yılını kutlayan BP’nin 300 BP..."
465, Full akaryakıt 3 Mayıs %12 indirim kampanyası, Full akaryakıt istasyonlarında bugüne özel %12 akaryakıt indirimini kaçırmayın! Bugün gece 24: 00 'a kadar geçerli kampanyada lpg ve akaryakıtta %12 indirim sizleri bekliyor.  Full Ataköy Marina ve Full Bodrum Marina istasyonlarımız bu kampanyaya dahil değildir. Kurumsal ve Ticari kartlar bu...
466, Bp Turkcell kampanyasında 2 kat puan kazanma fırsatı," Bp akaryakıt istasyonlarında kampanya fırsatları devam ediyor. Bp'de Turkcell aboneleri 2 kat BP Club puanı kazanıyor. Bp istasyonlarında geçerli kampanya 1 Mayıs – 31 Aralık 2012 tarihleri arasında tüm Turkcell’liler için geçerlidir.  Turkcell aboneleri kampanya döneminde, BP Club üyesi olan BP..."
467, Opet maximum kart kampanyası ile 50 TL puan kazanma fırsatı, Maximum kredi kartı sahipleri akaryakıtta kazanmaya devam ediyor. Şimdi Opet ve Sunpet akaryakıt istasyonlarından yapacağınız 100 TL ve üzeri 5. alışverişte 50 TL maxi puan kazanma fırsatını kaçırmayın!  Kampanya 16 Nisan- 31 Mayıs 2012 tarihleri arasında tek seferde ve farklı günlerde...
468, Petrol ofisi bonus kampanyası %5 akaryakıt hediye fırsatı, Petrol ofisi istasyonlarında Bonuslulara özel kampanyada %5 akaryakıt hediye kampanyası başladı. Kampanyada 16 Nisan - 31 Mayıs 2012 tarihleri arasında her 100 TL ve üzeri akaryakıt alışverişine %5 bedava akaryakıt hediye fırsatını kaçırmayın!  Kampanya Detayları  Kampanya 16 Nisan - 31 Mayıs 2012...
469, Shell akaryakıtta Advantage kampanyası 40 TL puan hediye fırsatı," Shell akaryakıt istasyonlarında kampanyalar devam ediyor. Advantage kredi kartı sahiplerine özel kampanyada  31 Mayıs tarihine kadar geçerli olacak kampanyada Advantage'a özel 40 TL Nakit Puan Hediye fırsatı sizleri bekliyor.
Kampanya Detayları  Kampanya 16 Nisan-31 Mayıs 2012 tarihleri arasında kampanyaya katılan Advantage üyesi..."
470, Petline akaryakıt Halkcard advantage kampanyası %4 indirim ve 6 ay erteleme fırsatı," Petline petrol istasyonlarında Halkbankası halkcard advantage sahiplerine özel akaryakıt kampanyasında 13 Nisan  - 13 Haziran 2012  tarihleri arasında yapacağınız akaryakıt harcamalarınızda  %4 indirim ve 6 ay erteleme fırsatı sizleri bekliyor.   Kampanya Detayları  Kampanya 20 TL ile 300 TL arasındaki işlemlerde geçerli olacaktır.
İndirim ..."
471, Totalde 50 TL lpg’ye 10 TL bedava lpg fırsatı,"  Total akaryakıt istasyonlarında kampanyalar devam ediyor. Şimdi Totalde Club TOTAL kart sahipleri, 6 Nisan – 15 Mayıs 2012 tarihleri arasında farklı günlerde ve tek seferde yapacakları her üçüncü 50 TL ve üzeri LPG alışverişlerinde 10 TL tutarında bedava LPG kazanıyor.
Müşteri..."
472, Full Bursa Yunus emre istasyon açılış kampanyası %25 indirim fırsatı,  Full akaryakıt istasyonlarında kampanya fırsatları devam ediyor. Kampanyaların yanında yeni istasyonlar ile Türkiyedeki istasyon sayısını artırmaya devam eden Full petrol Bursa Yunus Emre istasyonu açılışına özel kampanyada ilk güne özel % 25 indirim fırsatını  30 Mart 2012 CUMA günü sunuyor....
473, Full petrol bahar kampanyası benzin ve lpg fiyat fırsatları, Full petrol rakiplerini kızdırmaya devam ediyor. Rakip şirketlerde Full'de satılan akaryakıtın kalitesiz olduğu söylentilerini yaymaya devam ediyor. Acımasız rekabet ortamında Full kampanyalara devam ediyor. Full bahar hiç bitmiyor kampanyası kapsamında 27 Mart 2012 tarihinde Full istasyonlarında akaryakıt ve LPG'de %12...
474, Full akaryakıt Asya card kampanyası,  Full akaryakıt istasyonlarında Asya card sahiplerine özel indirim kampanyası sizleri bekliyor. AsyaCard'a özel %9'a varan indirim 31 Mart 2012 tarihine kadar sizi bekliyor. (daha&helliip;)
475, Total cardfinans kampanyası 40 TL puan kazanma fırsatı, Total akaryakıt istasyonlarında Cardfinans kredi kartı sahiplerine özel kampanyada 40 TL puan kazanma fırsatı sizleri bekliyor. Kampanya anlaşmalı Total istasyonlarında farklı günlerde ve tek seferde yapacağınız 100 TL ve üzeri 3 adet akaryakıt alışverişlerinizde geçerlidir. (daha&helliip;)
476," Full yeni Başakşehir, Cevizli ve Başiskele istasyonlarında %25 indirim fırsatı"," Full petrol istasyonlarında 22 Mart 2012 Perşembe Günü yeni açılan  3 istasyona özel %25 indirim fırsatı sizleri bekliyor. Full akaryakıt İstanbul Bahçeşehir, Full İstanbul Cevizli ve Full İzmit Başiskele istasyonlarında ilk güne özel öğlen 12:00’den gece 24:00’e kadar Akaryakıt ve..."
477, Bp world kampanyası ile 50 TL hediye akaryakıt fırsatı, BP istasyonlarında  World kredi kartı sahipleri kazanmaya devam ediyor. Şimdi world ile  50 TL hediye akaryakıt fırsatı sizleri bekliyor. Kampanyada 20  Mart - 30 Nisan 2012 tarihleri arasında farklı günlerde 4 adet tek seferde 100 TL ve üzeri akaryakıt alışverişi...
478, Bp shop alışverişlerinde Dedeman otel konaklamalarında %40 indirim fırsatı," Bp istasyonlarında bulunan BP Shop marketlerde alışveriş yapanlar Dedeman otellerde konaklamada %40 indirim kazanıyor. Türkiye’nin ilk uluslararası otel zinciri Dedeman Hotels & Resorts International’dan en az iki, en fazla yedi gece konaklamalarda %40 indirim sizleri bekliyor. (daha&helliip;)"
479, Telekom abonesi herkes Bp istasyonlarında 5 TL indirim kazanıyor, Bp akaryakıt istsyonlarında Telekom abonelerine özel fırsat kampanyası kapsamında 15 Mart - 20 Nisan 2012 tarihleri arasında tek seferde 100 TL ve üzeri akaryakıt alımlarında bir kereliğine anında 5 TL indirim fırsatı sunulacaktır. (daha&helliip;)
480, Bp world kampanyası ile 4 defa 100 TL akaryakıta 50 TL hediye, Bp istasyonlarında world kredi kartı sahipleri çok daha avantajlı şimdi düzenlenen kampanyada world kartınızla BP'de tek seferde yapacağınız 100 TL ve üzeri 4. akaryakıt alışverişinizde 50 TL hediye akaryakıt fırsatı sizleri bekliyor kaçırmayın! (daha&helliip;)
481, Full akaryakıtta Advantage karta özel %2 nakit puan fırsatı, Full istasyonlarında en iyi uygun fiyatlarla kaliteli akaryakıt ve lpg'nin yanında şimdi de %2 nakit puan fırsatı sizleri bekliyor. Kampanya 11 Mart - 20 Nisan 2012 tarihleri arasında anlaşmalı FULL istasyonlarında Advantage ile yapacağınız akaryakıt veya LPG alımlarında geçerlidir. (daha&helliip;)
482," Full İstanbul ve Gebze istasyonlarında Euro Diesel 3,66 TL"," Full akaryakıt istasyonlarında kampanyalar devam ediyor. Şimdi Full İstanbul ve Gebze istasyonlarında gece 02.00 ve sabah 06.00 saatleri arasında Euro Diesel 3,66 TL fiyatla sizleri bekliyor."
483, Shell bonus kampanyası ile her 50 liraya 5 TL bonus fırsatı toplamda 20 TL bonus, Shell akaryakıt istasyonlarında kampanya ve indirim fırsatları sürüyor. Şimdi Bonus kredi kartı sahipleri 5 Mart - 5 Nisan 2012 tarihleri arasında geçerli kampanyada ayrı günlerde ve tek seferde yapacaları 50TL ve üzeri akaryakıt ve Shell otogaz alımlarında 5 TL bonus...
484, Aygaz otogazda %5 paro puan fırsatı yeni Lpg’li araçları bekliyor," Lpg dönüşümünü paro üyesi işyerlerinden yapanlar Aygaz otogazda %5 paro puan kazanıyor. Yeni aygaz kampanyasında araçlarını otogaza dönüştürecek olan tüm müşteriler, 1.000 TL'lik Aygaz Euro LPG+ alımları boyunca %5 Paro Puan kazanacaklar. (daha&helliip;)"
485," Full petrol güncel motorin, benzin ve lpg fiyatları ve %12 indirim fırsatı"," Full petrol akaryakıt sektörüne getirdiği rekabetçi fiyatlarla birçok tüketicinin beğenisini kazandı. Full istasyonlarında bugüne özel %12'ye varan indirim sizleri bekliyor. Ankara, İstanbul, İzmir, Kocaeli ve Türkiye'de ki Full istasyonlarındaki güncel fiyatları aşağıda bulabilirsiniz. (daha&helliip;)"
486, Full Ataköy istasyonunda 19 Şubat günü %12 indirim kampanyası, Full akaryakıtta istasyonlara özel kampanyalar devam ediyor. Full Ataköy akaryakıt istasyonunda  19 Şubat Pazar 12:00-24:00 saatleri arasında tüm akaryakıtlarda %12'ye varan indirim fırsatı sizleri bekliyor. (daha&helliip;)
487, Full petrol sevgililer günü kampanyası %12 indirim, 2012 sevgililer günü kampanyasını duyuran Full petrol 14 Şubata özel öğlen 12:00 – gece 24:00 saatleri arasında Akaryakıt ve LPG'de %12 indirim fırsatı sunuyor kaçırmayın! (daha&helliip;)
488, Full Eskişehir Tepebaşı istasyonunda %25 sevgililer günü indirim kampanyası, Akaryakıtta kampanyaya farklı bir soluk kazandıran Full şimdi 14 Şubat sevgililer günü kampanyası ile  Eskişehir Tepebaşı istasyonunda  akaryakıtta %25 indirim kampanyası başlattı. (daha&helliip;)
489, BP bonus kampanyası ile 50 TL bonus fırsatı, Bonus kredi kartı sahipleri Bp istasyonlarında 29 Şubat 2012 tarihine kadar ayrı günlerde 4 defa 100 TL’lik harcamaya 50 TL bonus fırsatını kaçırmayın! (daha&helliip;)
490, Axess Petrol ofisi kampanyası 40 TL hediye akaryakıt fırsatı,  Axess kredi kartı sahipleri Petrol ofisi istasyonlarında 29 Şubat 2012 tarihine kadar farklı günlerde ve tek seferde 100 TL ve üzeri 4 harcamanıza 40 TL akaryakıt hediye fırsatı sizleri bekliyor kaçırmayın ! (daha&helliip;)
491, Full petrol grupanya kampanyası ile 400 TL akaryakıt indirim fırsatı, Full Petrol istasyonlarında harika bir kampanya 2012 yılında sizleri bekliyor.Grupanya indirim kartını 110 TL'ye alarak 1 yıl boyunca Full'de 400 TL değerinde akaryakıt indirimi kazanabilirsiniz. (daha&helliip;)
492, Total bedava akaryakıt çekiliş sonuçları 4800 TL kazanan 45 kişi, Total akaryakıt istasyonlarında hediye akaryakıt fırsatları devam ediyor.Totalden 45 kişi 1 yıllık 4800 TL değerinde akaryakıt kazandı.Çekiliş sonucunda kazananları aşağıda bulabilirsiniz. (daha&helliip;)
493, Bp Ford Focus çekiliş kampanyası ile her hafta 1 Focus, Her hafta 1 Ford focus otomobil kazanma şansı BP istasyonlarında sizleri bekliyor.BP Club Kart sahipleri BP Club üyesi istasyonlarda marketlerden yapacakları 1 TL alışveriş tutarı karşılığında 1 çekiliş hakkı kazanacak.Çekiliş sonucunda  her hafta 1 adet Ford Focus Comfort 5K...
494, Full akaryakıt grupanya kampanyası ile 25 TL akaryakıt için 3.99 TL ödeyin, Full akaryakıt ve grupanya işbirliği ile 25 TL akaryakıt için 3.99 TL ödeyin.Fırsattan yararlanabilmek için gerekli koşulları aşağıda bulabilirsiniz. (daha&helliip;)
495, Bp vodafone kampanyası ile 50 TL hediye fırsatı," Vodafone aboneleri BP akaryakıt istasyonlarında  31 Aralık 2011 tarihine kadar  tek seferde 100 TL ve üzerindeki akaryakıt ve otogaz alımlarında 2 TL, 5 TL, 10 TL, 20 TL veya 50 TL değerindeki hediyelerden birini kazanma fırsatını yakalıyor ! (daha&helliip;)"
496, Aytemiz petrol maximum kart kampanyası ile 50 TL hediye puan," Akaryakıt fiyatlarının cep yaktığı ülkemizde bankaların kampanyaları bu yangına bir nebze olsun su serpiyor.Şimdi İş bankası ve Aytemiz Akaryakıt istasyonları işbirliği ile 15 Aralık 2011’e kadar anlaşmalı Aytemiz Akaryakıt istasyonlarından, * Maximum Kart’la tek seferde ve farklı günlerde yapılacak 100..."
497, Opet world kampanyası ile 50 TL ücretsiz akaryakıt kampanyası, World kredi kartı sahipleri Opet istasyonlarında kazanmaya devam ediyor.Şimdi tek seferde yapacağınız 100 TL ve üzeri 4 akaryakıt alışverişinize 50 TL`lik ücretsiz akaryakıt sizleri bekliyor kaçırmayın ! (daha&helliip;)
498, Bonus petrol ofisi kampanyasıyla 4 defa 100 TL yakıta 50 TL bonu fırsatı, Her yeni hafta akaryakıt zamlarıyla geçiyor.Mazota gelen son zamdan sonra bilmem işinizi kolaylaştırırmı ama en azından yardımcı olarak bir kampanya haberimiz var.Bonus kart sahipleri Petrol Ofisi istasyonlarında 2011 yılı sonuna kada 4 defa 100 TL’lik harcamaya 50 TL bonus kazanıyor....
499, Total 1 yllık bedava akaryakıt çekiliş kampanyası, Total istasyonlarında akaryakıt kampanyaları devam ediyor.Totalde 2011 yılı sonuna kadar tek seferde 45 TL değerinde akaryakıt ve otogaz alımı yapan Club Total kart sahipleri arasında yapılacak çekişle her gün 1 kişi 1 yıllık bedava yakıt kazanma şansını yakalayacak.  (daha&helliip;)
500, Full Petrol Euro dizel indirim kampanyası," Full petrol indirimleri devam ediyor.Şimdi  FULL istasyonlarında son günlerde motorine gelen zamma rağmen fiyatlarında yeni bir kampanya ile indirime giden FULL, Euro Diesel’i gece 02:00 ile 06:00 saatleri arasında 3,55TL’den satacak.Fırsatı kaçırmayın ! (daha&helliip;)"
501, Espark Avm Opet bedava akaryakıt kampanyası, Espark’tan alışveriş yapan müşteriler 100 TL alışveriş karşılığında Opet istasyonlarında  100 TL ve üzeri akaryakıt alışverişinizde 5 TL akaryakıt değerinde paropuan kazanıyor. (daha&helliip;)
502, Petrol Ofisi Positive card 30 TL hediye akaryakıt kampanyası, Petrol ofisi istasyonlarında  Positive Card Sahipleri hediye Akaryakıt kazanmaya devam ediyor.24 Ekim’de başlayan ve 7 Aralık 2011 tarihine kadar sürecek kampanya kapsamında positive card sahipleri Petrol Ofisi’nden yaptıkları Yeni Nesil V/Max akaryakıt alışverişlerinde 30 TL değerinde hediye akaryakıt kazanma şansına...
503, Full Petrol Antalya açılışa özel %25 indirim kampanyası, Full Petrol Antalya'da yeni istasyonunun açılışına özel düzenlediği kampanyası ile %25 indirim fırsatı sunuyor.Açılış bugün 13 Ekim 2011 tarihinde gece 00.00'a kadar geçerli. (daha&helliip;)
504, Shell Turkcell kampanyası ile 10 TL puan fırsatı, Shell akaryakıt istasyonlarında 3 Ekim 2011 – 17 Kasım 2011 arasında Club Smart ve Money Club üyesi kartlarla alışveriş yapan Turkcell abonelerine 10 TL değerinde Smart Puan Hediye fırsatını kaçırmayın ! (daha&helliip;)
505, Full garanti sistemi ile %7 akaryakıt indirimi sizleri bekliyor," Full akaryakıt istasyonlarından alabileceğiniz Full Garanti Kart ile yapacağınız akaryakıt alışverişlerinde  %7'ye varan Full indirimlerine ek olarak Ekim ayında %3, Kasım ayında %2, Aralık ayında %1 indirimi anında kazanabilirsiniz fırsatı kaçırmayın.Akaryakıtta kampanyanın adresi Full istasyonlarına davetlisiniz. (daha&helliip;)"
506, Opet World kampanyası ile 100 TL akaryakıt hediye kampanyası, OPET istasyonlarında bol akaryakıt alanlara özel kampanya ile Opet Worldcard'ınız ile toplamda 1.000 TL ve üzeri akaryakıt veya otogaz alarak 100 TL puan kazanabilirsiniz. (daha&helliip;)
507, Full Petrol 14 Eylül %12 indirim kampanyası," Full Petrol istasyonlarında okullar acilirken butcenize destek icin bugun 12:00-24:00 arasi Istanbul, Ankara, Bursa, Kocaeli FULL istasyonlarında %12 indirim var kaçırmayın !"
508, Maximum kart ile Bp’de 5 adet 100 TL’ye 50 TL hediye, BP istasyonlarında Ramazan ayına özel kampanya ile 10 Ağustos-22 Eylül 2011 tarihleri arasında tek seferde ve farklı günlerde 100 TL ve üzeri 5 peşin akaryakıt alışverişi yaparak BP istasyonlarında yapacağınız akaryakıt harcamalarında kullanmak üzere 50 TL Maxipuan kazanma fırsatı sizleri...
509, Full petrol Ramazan indirim kampanyası ile %9 indirim, Full Petrol istasyonlarında kampanya ve indirimler devam ediyor.Ramazan ayına özel Full'de iftardan sahura %9'a varan ŞOK indirimleri kaçırmayın ! (daha&helliip;)
510, Opet’te World kart ile 4. 100 TL akaryakıt alışverişine 50 TL hediye, OPET istasyonlarında World kredi kartı sahiplerine özel kampanya ile  tek seferde yapacağınız 100 TL ve üzeri 4. akaryakıt alışverişinize 50 TL'lik akaryakıt hediye fırsatını kaçırmayın ! (daha&helliip;)
511, Bonus Shell otogaz kampanyası ile 20 TL hediye otogaz," Bonus kredi kartı sahipleri Shell akaryakıt istasyonlarında ikinci 50 TL ve üzeri otogaz harcamasında 10 TL, dördüncü 50 TL'de 10 TL olmak üzere toplam 20 TL Shell’de otogaz fırsatı sizleri bekliyor ! Kampanyaya yorum yapma gereği duydum çok cimrice bir..."
512, Shell Bonus kampanyası ile 40 TL hediye akaryakıt fırsatı," Shell akaryakıt istasyonlarında Bonus kredi kartı sahipleri ilk 100 TL ve üzeri akaryakıt harcamasında 5 TL, ikinci 100 TL’de toplam 10 TL, üçüncü 100 TL’de toplam 15 TL, dördüncü 100 TL 'de toplam Shell’de 40 TL akaryakıt hediye fırsatını kaçırmayın..."
